district,LOR,street,LOR_2021,year,month,hour,weekday,category,accident_kind,accident_type,light_condition,car,pedestrian,motorcycle,goods_vehicle,others,road_condition,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
6,6010103.0,Markelstraße                                                                                        ,6100103.0,2018,7,18,7,3,3,6,0,1,0,0,0,0,0,793401.0439,5821330.572,13.31959764,52.46315085
11,11010205.0,Falkenberg West,11100204.0,2018,7,15,5,3,5,2,0,1,0,0,0,0,0,805961.5771,5833712.714,13.51529527,52.56723585
5,5010209.0,An der Kappe,5100211.0,2018,7,16,7,3,2,6,0,0,0,0,0,0,0,782804.9347,5830383.577,13.17174452,52.54991108
2,2010102.0,Mehringplatz,2100102.0,2018,7,15,5,3,5,3,0,1,0,0,0,0,0,798310.5519,5825628.188,13.3954941,52.49901567
6,6030610.0,Lichterfelde West                                                                                   ,6300634.0,2018,7,18,3,3,0,5,0,1,0,0,0,0,0,792138.7688,5818785.191,13.29884416,52.441008
12,12231102.0,Frohnau,12400721.0,2018,7,12,7,3,5,3,0,1,0,0,0,0,0,790149.3562,5842633.257,13.29049619,52.65586564
6,6010210.0,Bismarckstraße                                                                                      ,6100210.0,2018,7,12,7,3,1,5,0,1,0,0,0,0,0,795102.0833,5820958.93,13.34423468,52.45890329
2,2010103.0,Moritzplatz,2100104.0,2018,7,9,3,3,5,2,0,0,0,0,0,1,0,799327.485,5826227.317,13.41096859,52.50382916
5,5020628.0,Graetschelsteig,5200528.0,2018,7,10,7,3,0,2,0,1,0,0,0,0,0,783922.6358,5826614.423,13.18496465,52.5155349
2,2020203.0,Viktoriapark,2200208.0,2018,7,15,5,2,5,1,0,1,0,0,0,0,0,797831.1672,5824902.726,13.38780445,52.4927746
1,1033201.0,Brunnenstraße                                                                                       ,1300834.0,2018,7,10,5,3,5,3,0,0,0,0,0,1,0,797890.5414,5831000.728,13.3941373,52.54740313
4,4030931.0,Breitscheidplatz,4501042.0,2018,7,14,7,3,5,2,0,1,0,0,0,0,0,793924.6472,5825795.981,13.33121963,52.5028998
3,3071537.0,Kollwitzplatz,3701555.0,2018,7,8,5,3,5,3,0,1,0,0,0,0,0,799708.3189,5830076.499,13.42003075,52.53812195
4,4051446.0,Preußenpark,4501043.0,2018,7,13,7,3,1,5,0,1,0,0,0,0,0,792661.9247,5825312.053,13.31224448,52.49924027
4,4030620.0,Alt-Lietzow,4300619.0,2018,7,16,3,3,5,3,0,0,0,1,0,0,0,792447.589,5827189.603,13.31074556,52.51618692
11,11010309.0,Zingster Straße West,11100308.0,2018,7,16,3,3,6,4,0,0,1,0,0,0,0,804924.0899,5833129.433,13.49949967,52.56259035
9,9010402.0,Johannisthal Ost,9100408.0,2018,7,7,5,3,5,2,0,1,0,0,0,0,0,806547.6051,5820533.124,13.51177802,52.44878779
3,3061126.0,Arnimplatz,3601140.0,2018,7,15,3,3,0,2,0,1,0,0,0,0,0,798410.9327,5831802.117,13.40250912,52.55430164
9,9020802.0,Köllnische Vorstadt                                                                                 ,9200819.0,2018,7,15,3,3,5,2,0,0,0,0,0,1,0,809948.2465,5820448.737,13.56157918,52.44611435
2,2040702.0,Weberwiese,2400624.0,2018,7,15,3,3,1,5,0,1,0,0,0,0,0,802026.9234,5827372.27,13.4516572,52.51260394
9,9051801.0,Rahnsdorf/Hessenwinkel,9501838.0,2018,7,19,7,3,1,5,0,1,0,0,0,0,0,819805.8273,5819595.828,13.70531636,52.43279651
5,5020625.0,Borkumer Straße                                                                                     ,5200629.0,2018,7,13,5,3,6,4,0,0,1,0,0,0,0,783455.7536,5828545.333,13.17974871,52.53309075
6,6020410.0,Oberhofer Platz,6200422.0,2018,7,14,6,3,5,3,0,0,0,0,1,0,0,794186.1241,5817496.363,13.327744,52.42835659
10,10010102.0,Havemannstraße                                                                                      ,10100102.0,2018,7,8,6,3,5,3,0,0,0,0,0,1,0,809450.5534,5834611.965,13.56744673,52.5733226
9,9052001.0,Köpenick Nord                                                                                       ,9502043.0,2018,7,13,3,3,5,3,0,1,0,0,0,0,0,810986.9191,5821976.291,13.57823504,52.45921388
1,1011402.0,Arkonaplatz,1100416.0,2018,7,8,6,3,1,5,0,1,0,0,0,0,0,798811.5077,5829343.629,13.40618845,52.53204531
7,7070704.0,Nahariyastraße                                                                                      ,7601545.0,2018,7,7,6,3,6,4,0,0,1,0,0,0,0,800158.4249,5814067.546,13.4122476,52.39437816
8,8010301.0,Reuterkiez,8100311.0,2018,7,5,6,3,1,5,0,1,0,0,0,0,0,800457.6765,5824495.068,13.42600711,52.48768124
11,11020514.0,Große-Leege-Straße,11200513.0,2018,7,8,5,3,5,3,0,1,0,0,0,0,0,804454.8046,5830938.094,13.49058853,52.54321313
2,2040502.0,Friedenstraße,2400521.0,2018,7,9,2,3,2,2,0,1,0,0,0,0,0,801247.5893,5827816.906,13.44061045,52.51702024
3,3010104.0,Lietzengraben,3100101.0,2018,7,15,2,3,5,3,0,1,0,0,0,0,0,801493.4633,5839005.915,13.45439206,52.61717116
7,7010104.0,Dennewitzplatz,7100205.0,2018,7,17,6,3,5,7,0,1,0,0,0,0,0,796423.0129,5824893.256,13.36711598,52.49345622
1,1033102.0,Gesundbrunnen,1300733.0,2018,7,8,4,3,5,2,0,1,0,0,0,0,0,797663.0288,5831882.226,13.39158227,52.55542897
1,1011301.0,Charitéviertel,1100308.0,2018,7,18,2,3,1,5,0,1,0,0,0,0,0,797098.0665,5828190.954,13.37997307,52.52264951
2,2040701.0,Andreasviertel,2400623.0,2018,7,19,2,3,5,3,0,1,0,0,0,0,0,800310.7778,5827609.816,13.4266591,52.51568068
9,9051901.0,Dammvorstadt,9501939.0,2018,7,17,2,3,6,4,0,0,1,0,0,0,0,810999.7484,5821764.803,13.57822625,52.45731131
4,4030622.0,Richard-Wagner-Straße,4300621.0,2018,7,8,4,3,5,3,0,1,0,0,0,0,0,792254.0778,5826694.754,13.3074673,52.51185445
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,7,9,4,3,2,6,0,0,0,0,0,1,0,799157.0381,5828979.497,13.41093947,52.52859189
3,3030406.0,Alt-Karow,3300412.0,2018,7,21,6,3,4,6,2,1,0,0,0,0,0,802551.8032,5838750.191,13.46974286,52.614291
1,1011305.0,Heine-Viertel West,1100312.0,2018,7,19,2,3,1,5,0,0,0,0,0,1,0,799513.9775,5827367.1,13.41473352,52.51394326
4,4041238.0,Kissinger Straße,4400830.0,2018,7,19,6,3,5,3,1,0,0,0,0,0,0,791135.7412,5822805.067,13.28763529,52.47758148
4,4030518.0,Tegeler Weg,4300517.0,2018,7,14,2,3,3,6,0,0,0,0,0,0,0,791688.017,5827817.979,13.30013459,52.52222698
3,3051017.0,Rennbahnstraße,3501037.0,2018,7,19,4,3,5,2,0,1,0,0,0,0,0,802544.3406,5832699.602,13.46410824,52.56006538
6,6030605.0,Botanischer Garten,6300629.0,2018,7,13,2,3,5,2,0,1,0,0,0,0,0,791748.4789,5819299.764,13.29356783,52.44582952
8,8041037.0,Alt-Rudow,8401243.0,2018,7,7,4,3,0,6,0,1,0,0,0,0,0,805572.1713,5818611.965,13.49571312,52.43211528
1,1011203.0,Unter den Linden Süd,1100206.0,2018,7,12,2,3,1,5,0,1,0,0,0,0,0,797930.7567,5827211.63,13.39133287,52.51341676
8,8041036.0,Zittauer Straße,8401242.0,2018,7,16,4,3,0,2,0,1,0,0,0,0,0,805252.3463,5817247.834,13.48977855,52.42006756
4,4020209.0,Eichkamp,4200207.0,2018,7,8,6,3,5,3,0,1,0,0,0,0,0,788896.5679,5826031.946,13.25755573,52.50770081
1,1022104.0,Emdener Straße                                                                                      ,1200520.0,2018,7,18,2,3,1,5,0,1,0,0,0,0,0,794280.0989,5829153.779,13.3394114,52.53280882
1,1022201.0,Stephankiez,1200623.0,2018,7,16,4,3,5,2,0,1,0,0,0,0,0,795407.6393,5829565.239,13.35635153,52.53588728
1,1011201.0,Wilhelmstraße                                                                                       ,1100205.0,2018,7,7,6,3,5,3,0,1,0,0,0,0,0,797154.2139,5826451.926,13.37924518,52.50703046
9,9010402.0,Johannisthal Ost,9100409.0,2018,7,15,4,3,2,6,0,1,0,0,0,0,0,806673.9181,5818614.499,13.51187037,52.43152148
8,8010510.0,Gewerbegebiet Köllnische Heide,8100521.0,2018,7,5,6,3,5,7,0,1,0,0,0,0,0,803197.5686,5821990.661,13.46395894,52.46371977
1,1011401.0,Invalidenstraße                                                                                     ,1100415.0,2018,7,2,2,3,0,1,2,0,0,0,0,0,0,798469.538,5829104.753,13.40094757,52.53009148
8,8020622.0,Parchimer Allee,8200727.0,2018,7,14,4,3,5,2,0,1,0,0,0,0,0,801357.2671,5819371.517,13.43458937,52.44126161
2,2030402.0,Wrangelkiez,2300419.0,2018,7,13,4,3,5,3,0,0,0,0,0,0,0,801518.955,5825819.192,13.44278804,52.49896451
3,3071537.0,Kollwitzplatz,3701556.0,2018,7,8,6,3,2,3,0,1,0,0,0,0,0,799733.5832,5829383.731,13.41977737,52.53189851
1,1044203.0,Leopoldplatz,1401049.0,2018,7,8,2,3,0,2,0,1,0,0,0,0,0,795876.6775,5831960.977,13.36538087,52.55710831
8,8010406.0,Treptower Straße Nord,8100419.0,2018,7,23,4,3,4,6,2,1,0,0,0,0,0,801906.0005,5824392.053,13.44717925,52.48595894
1,1011101.0,Stülerstraße                                                                                        ,1100101.0,2018,7,10,6,3,5,2,0,0,0,0,1,0,0,795231.1619,5826608.827,13.35113286,52.50948102
1,1011202.0,Unter den Linden Nord,1100206.0,2018,7,8,2,3,2,7,0,0,0,0,0,0,0,798350.581,5827714.99,13.39795239,52.51769924
3,3040818.0,Pankow Süd                                                                                          ,3400828.0,2018,7,9,2,3,1,5,0,1,0,0,0,0,0,799940.5283,5832573.915,13.42569996,52.56037928
1,1033202.0,Humboldthain Süd,1300835.0,2018,7,9,2,3,5,2,0,1,0,0,0,0,0,797773.4377,5829745.118,13.39129001,52.53621223
4,4030725.0,Amtsgerichtsplatz,4300416.0,2018,7,9,2,3,3,6,0,1,0,0,0,0,0,791476.9777,5826081.87,13.29551211,52.50677582
7,7010101.0,Wittenbergplatz/Viktoria-Luise-Platz,7100101.0,2018,7,20,4,3,5,2,0,1,0,0,0,0,0,794991.7866,5824930.29,13.34612899,52.49456359
1,1022201.0,Stephankiez,1200623.0,2018,7,9,6,3,2,6,0,0,0,0,0,0,0,795386.9791,5828550.974,13.35514654,52.52680644
3,3061227.0,Humannplatz,3601243.0,2018,7,19,4,3,1,5,0,1,0,0,0,0,0,799352.069,5831792.108,13.41634007,52.55369547
1,1044203.0,Leopoldplatz,1401049.0,2018,7,6,6,3,5,3,0,1,0,0,0,0,0,795963.7193,5831986.155,13.36668348,52.55728671
12,12302110.0,Dannenwalder Weg,12601235.0,2018,7,7,6,2,5,2,0,1,0,0,0,0,0,795169.0661,5836349.287,13.35888063,52.59682942
9,9020602.0,Oberspree,9200614.0,2018,7,8,6,3,5,3,0,1,0,0,0,0,0,808381.1736,5820893.538,13.5390056,52.45098673
1,1011105.0,Nördlicher Landwehrkanal                                                                            ,1100102.0,2018,7,9,2,3,5,2,0,0,0,1,0,0,0,795847.4889,5826686.418,13.36025674,52.50984266
2,2030401.0,Reichenberger Straße,2300417.0,2018,7,18,4,3,5,3,0,1,0,0,0,0,0,800641.5277,5825695.677,13.42978998,52.49834148
1,1022204.0,Thomasiusstraße                                                                                     ,1200626.0,2018,7,9,6,3,0,1,0,0,0,0,0,0,0,794549.6925,5828303.951,13.34262148,52.52504507
7,7070702.0,Alt-Lichtenrade/Töpchiner Weg,7601443.0,2018,7,18,4,3,5,2,0,1,0,0,0,0,0,799864.7759,5814546.063,13.40837315,52.39882828
4,4030828.0,Savignyplatz,4300624.0,2018,7,0,6,3,0,1,2,0,0,0,0,0,0,793268.6312,5826077.629,13.3218307,52.50577765
4,4051551.0,Brabanter Platz,4501148.0,2018,7,16,5,2,1,5,0,1,0,0,0,1,0,792783.3133,5823167.382,13.31214324,52.47994877
4,4020310.0,Park Ruhwald,4200308.0,2018,7,22,3,3,5,2,2,1,0,0,0,0,0,790374.6693,5827305.264,13.28038417,52.51833146
4,4041344.0,Rüdesheimer Platz,4400835.0,2018,7,23,5,3,1,1,2,1,0,0,0,0,0,792891.5684,5821898.187,13.31261819,52.46851271
1,1011202.0,Unter den Linden Nord,1100206.0,2018,7,21,5,3,0,2,1,1,0,0,0,0,0,797704.83,5827789.483,13.38853049,52.51871987
1,1033102.0,Gesundbrunnen,1300733.0,2018,7,15,5,3,1,5,0,1,0,0,0,0,0,797202.233,5831350.84,13.38432986,52.5509174
7,7030303.0,Grazer Platz,7300619.0,2018,7,7,5,3,1,5,0,1,0,0,0,0,0,794706.1028,5821937.615,13.33928776,52.46789036
1,1011103.0,Lützowstraße                                                                                        ,1100103.0,2018,7,22,5,3,2,2,2,1,0,0,0,0,0,795856.4618,5826054.739,13.35982717,52.50417533
3,3040614.0,Pankow Zentrum                                                                                      ,3400723.0,2018,7,12,1,3,5,3,0,1,0,0,0,0,0,799229.9119,5833712.374,13.41627537,52.57097468
7,7010104.0,Dennewitzplatz,7100205.0,2018,7,20,5,3,5,2,0,1,0,0,0,0,0,795995.7691,5824957.305,13.36089825,52.49426222
1,1011402.0,Arkonaplatz,1100416.0,2018,7,16,1,2,0,1,0,0,0,0,0,0,0,798619.1896,5829345.442,13.40336332,52.53216695
1,1011301.0,Charitéviertel,1100308.0,2018,7,20,5,3,1,5,0,1,0,0,0,0,0,797089.8125,5828095.198,13.37976624,52.52179567
2,2030302.0,Lausitzer Platz,2300316.0,2018,7,17,3,2,5,2,0,1,0,0,0,0,0,801421.3875,5826062.369,13.4415752,52.50119804
10,10040933.0,Mahlsdorf Süd                                                                                       ,10400940.0,2018,7,19,5,2,5,3,0,1,0,0,0,0,0,812386.0244,5824307.392,13.60094266,52.47930559
2,2050601.0,Hausburgviertel,2500726.0,2018,7,18,5,3,5,3,0,1,0,0,0,0,0,801867.6094,5828983.997,13.45077928,52.52713809
6,6040701.0,Wannsee,6400735.0,2018,7,15,1,2,1,5,0,1,0,0,0,0,0,784511.5508,5816482.268,13.18497885,52.4243811
3,3040818.0,Pankow Süd                                                                                          ,3400827.0,2018,7,16,3,3,1,5,0,1,0,0,0,0,0,799339.2458,5831872.406,13.41622391,52.55442226
7,7060601.0,Marienfelder Allee Nordwest,7601236.0,2018,7,15,3,3,5,2,0,1,0,0,0,0,0,796466.825,5816472.615,13.36028286,52.41794836
6,6010209.0,Feuerbachstraße                                                                                     ,6100209.0,2018,7,15,3,3,5,3,0,1,0,0,0,0,0,794506.5291,5821621.948,13.33607976,52.46516819
6,6030608.0,Schweizer Viertel,6300632.0,2018,7,10,1,2,5,3,0,1,0,0,0,0,0,790983.6341,5817434.969,13.2807226,52.4295189
4,4020311.0,Reichsstraße,4200310.0,2018,7,15,3,2,5,2,0,1,0,0,0,0,0,789909.6123,5826697.333,13.27301983,52.51312871
8,8010301.0,Reuterkiez,8100312.0,2018,7,12,1,3,2,6,0,1,0,0,0,0,0,801150.6288,5824881.748,13.43653114,52.49076536
7,7070705.0,Franziusweg/Rohrbachstraße                                                                          ,7601546.0,2018,8,8,3,3,5,2,0,1,0,0,0,0,0,798556.0397,5814414.395,13.38907723,52.39836299
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,8,16,6,3,0,2,0,0,0,0,0,1,0,799593.8715,5828713.818,13.41712022,52.52597061
7,7040401.0,Neu-Tempelhof,7400721.0,2018,8,8,3,3,5,2,0,1,0,0,0,0,0,798737.8807,5823947.455,13.4002636,52.48371638
4,4030416.0,Klausenerplatz,4300413.0,2018,8,17,6,3,5,3,1,0,0,0,0,0,0,791035.3432,5827005.066,13.28983087,52.51528802
1,1022106.0,Elberfelder Straße                                                                                  ,1200522.0,2018,8,14,6,3,5,2,0,1,0,0,0,0,0,794556.9976,5828351.919,13.34277133,52.52547112
2,2010104.0,Wassertorplatz,2100106.0,2018,8,8,3,3,5,3,0,1,0,0,0,0,0,798585.1452,5825555.457,13.39946197,52.49821356
4,4051448.0,Schaperstraße,4501045.0,2018,8,8,3,3,5,2,0,1,0,0,0,0,0,794199.3921,5825041.222,13.33458891,52.49598573
1,1044203.0,Leopoldplatz,1401048.0,2018,8,14,6,3,5,2,0,0,0,0,1,0,0,795445.5553,5831605.513,13.35872371,52.55415597
6,6010209.0,Feuerbachstraße                                                                                     ,6100209.0,2018,8,7,3,3,3,6,0,1,0,0,0,0,0,794591.453,5820882.122,13.33667325,52.45849024
3,3030715.0,Heinersdorf,3300516.0,2018,8,14,6,3,5,2,0,1,0,0,0,0,0,801114.7007,5835003.788,13.44517473,52.5815103
1,1033203.0,Humboldthain Nordwest                                                                               ,1300836.0,2018,8,8,6,3,5,3,0,1,0,0,0,0,0,796807.2544,5830352.763,13.37762969,52.54218614
4,4051447.0,Ludwigkirchplatz,4501044.0,2018,8,11,4,3,5,5,0,1,0,0,0,0,0,793095.7328,5824498.781,13.31790118,52.49171675
1,1022201.0,Stephankiez,1200623.0,2018,8,7,6,3,5,3,0,1,0,0,0,0,0,795486.9244,5829584.766,13.35753443,52.53601935
11,11051331.0,Karlshorst Nord,11501340.0,2018,8,14,6,3,0,6,0,1,0,0,0,0,0,807241.5113,5824240.774,13.52536974,52.48162704
6,6040810.0,Dahlem,6400844.0,2018,8,15,1,3,5,2,0,0,0,0,0,0,0,792689.889,5821712.973,13.30949526,52.46696039
1,1033102.0,Gesundbrunnen,1300733.0,2018,8,9,4,2,5,2,0,1,0,0,0,0,0,797005.8131,5831494.175,13.3815697,52.55230936
2,2010101.0,Askanischer Platz,2100101.0,2018,8,8,4,3,2,6,0,0,0,0,0,0,0,797691.3799,5826229.83,13.38693776,52.50474679
12,12214125.0,Waldidyll/Flughafensee,12200412.0,2018,8,7,6,3,1,5,0,1,0,0,0,0,0,788448.4868,5832436.392,13.25653119,52.56535601
3,3020209.0,Niederschönhausen,3200205.0,2018,8,11,3,3,0,3,0,1,0,0,0,0,0,797130.4734,5835652.665,13.38712855,52.589517
3,3061126.0,Arnimplatz,3601140.0,2018,8,7,6,3,5,3,0,0,0,0,0,0,0,798347.0645,5831634.223,13.401419,52.55283169
1,1011105.0,Nördlicher Landwehrkanal                                                                            ,1100102.0,2018,8,7,4,3,5,2,0,1,0,0,0,0,0,796853.7161,5826968.507,13.37529141,52.51182466
5,5030832.0,Rohrdamm,5300839.0,2018,8,17,2,3,5,3,0,1,0,0,0,0,0,789057.2193,5829678.471,13.26308576,52.54030782
9,9031202.0,Schmöckwitz/Rauchfangswerder,9301228.0,2018,8,7,6,2,5,3,0,1,0,0,0,0,0,815997.2893,5813234.339,13.64348027,52.3780059
12,12214424.0,Scharnweberstraße                                                                                   ,12200411.0,2018,8,7,4,3,2,3,0,0,0,0,0,1,0,792627.6163,5832650.775,13.31820115,52.56504766
10,10010310.0,Alt-Marzahn,10100313.0,2018,8,21,6,2,3,6,2,0,0,0,0,0,0,808765.1737,5831035.148,13.55403823,52.54165755
3,3020307.0,Buchholz,3200309.0,2018,8,7,4,3,3,6,0,0,0,0,0,0,0,800814.9825,5837224.98,13.44278173,52.60158467
1,1044102.0,Schillerpark,1400939.0,2018,8,14,2,3,1,5,0,1,0,0,0,0,0,794957.179,5831355.027,13.35131874,52.55217527
12,12214424.0,Scharnweberstraße                                                                                   ,12200309.0,2018,8,15,2,3,5,2,0,1,0,0,0,0,0,793396.4855,5832399.491,13.3292897,52.56238123
1,1011401.0,Invalidenstraße                                                                                     ,1100415.0,2018,8,22,4,3,0,1,2,0,0,0,0,0,0,798269.4914,5829365.141,13.39824095,52.532535
10,10010310.0,Alt-Marzahn,10100313.0,2018,8,19,2,3,1,5,0,1,0,0,0,0,0,808320.4341,5830800.804,13.54728369,52.53980922
6,6030608.0,Schweizer Viertel,6300632.0,2018,8,19,6,3,6,4,0,0,1,0,0,0,0,792781.787,5817502.86,13.30715415,52.42916818
11,11030721.0,Rüdigerstraße,11300722.0,2018,8,7,2,3,3,6,0,0,0,0,0,1,0,803913.2924,5828410.451,13.48031713,52.52086111
4,4030828.0,Savignyplatz,4300624.0,2018,8,11,2,3,1,5,0,1,0,0,0,0,0,792778.5161,5826108.42,13.31465734,52.50631691
3,3061430.0,Volkspark Prenzlauer Berg,3601450.0,2018,8,18,6,3,1,5,0,0,0,0,0,1,0,802273.4177,5829172.35,13.45691415,52.52860145
12,12103219.0,Schäfersee,12100204.0,2018,8,12,2,3,5,3,0,1,0,0,0,0,0,795658.3014,5832376.837,13.36253957,52.5609547
8,8010301.0,Reuterkiez,8100312.0,2018,8,16,6,3,6,7,0,0,1,0,0,0,0,801316.2394,5824332.687,13.43846654,52.48575262
2,2040701.0,Andreasviertel,2400521.0,2018,8,18,4,3,5,2,0,1,0,0,0,0,0,800718.0131,5827873.272,13.43288046,52.51781772
12,12302108.0,Märkisches Zentrum,12601134.0,2018,8,16,6,3,5,2,0,1,0,0,0,0,0,794654.728,5836954.65,13.3518478,52.60253489
2,2020206.0,Graefekiez,2200212.0,2018,8,19,2,3,5,3,0,1,0,0,0,0,0,800017.0639,5824454.633,13.41950109,52.48756111
2,2010103.0,Moritzplatz,2100104.0,2018,8,18,4,3,5,3,0,1,0,0,0,0,0,799280.8859,5826219.97,13.4102775,52.50378887
6,6010207.0,Mittelstraße                                                                                        ,6100207.0,2018,8,16,4,3,5,2,0,1,0,0,0,0,0,793950.0863,5820445.371,13.32687646,52.45492029
1,1011201.0,Wilhelmstraße                                                                                       ,1100205.0,2018,8,8,2,3,5,7,0,1,0,0,0,0,0,797332.0987,5827150.647,13.38248257,52.51319679
4,4020204.0,Olympiagelände,4200203.0,2018,8,16,6,3,5,3,0,1,0,0,0,0,0,788312.7599,5826876.14,13.24970907,52.51557823
1,1011102.0,Großer Tiergarten,1100102.0,2018,8,8,2,3,4,6,0,0,0,0,0,0,0,795129.5006,5827082.216,13.35005906,52.51377961
3,3050925.0,Komponistenviertel Weißensee,3500936.0,2018,8,15,4,3,5,7,0,1,0,0,0,0,0,801733.0775,5831061.193,13.45068818,52.5458305
2,2040502.0,Friedenstraße,2400521.0,2018,8,8,2,3,5,2,0,0,0,0,0,1,0,801247.5575,5827816.665,13.44060976,52.51701809
12,12214125.0,Waldidyll/Flughafensee,12200412.0,2018,8,12,1,2,5,3,0,0,0,0,0,0,0,788334.683,5832033.009,13.2545063,52.56179985
2,2050601.0,Hausburgviertel,2500726.0,2018,8,8,2,3,5,2,0,1,0,0,0,0,0,801879.039,5828989.946,13.45095265,52.52718508
4,4051652.0,Nikolsburger Platz,4501149.0,2018,8,18,6,2,0,7,0,0,0,0,0,0,0,793443.029,5824193.869,13.32273324,52.48879675
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,8,16,2,3,1,5,0,0,0,0,0,1,0,799295.8451,5827573.532,13.41171436,52.51591335
1,1011402.0,Arkonaplatz,1100416.0,2018,8,7,5,2,0,1,0,0,0,0,0,0,0,798683.4134,5829470.625,13.40441979,52.53325386
1,1011204.0,Leipziger Straße                                                                                    ,1100207.0,2018,8,15,2,3,5,2,0,1,0,0,1,0,0,798486.3387,5826667.023,13.39900722,52.50823134
3,3050919.0,Gustav-Adolf-Straße,3500932.0,2018,8,14,4,3,5,3,0,1,0,0,0,0,0,801444.9204,5833145.763,13.44834461,52.56467404
4,4051445.0,Eisenzahnstraße,4500939.0,2018,8,11,1,3,5,2,0,1,0,0,0,0,0,792043.7301,5824074.294,13.30207854,52.48847515
1,1022201.0,Stephankiez,1200623.0,2018,7,21,3,3,1,1,0,1,0,0,0,0,0,794596.7996,5829040.468,13.34396642,52.53162198
6,6030504.0,Teltower Damm,6300528.0,2018,7,8,3,3,5,3,0,1,0,0,0,0,0,790374.8274,5816669.989,13.27112923,52.4229841
1,1044101.0,Rehberge,1400937.0,2018,8,18,5,3,3,6,0,0,0,0,0,0,0,794143.14,5831892.181,13.33982319,52.55743071
7,7060604.0,Marienfelde Süd,7601341.0,2018,7,18,3,3,5,3,0,1,0,0,0,0,0,797747.8358,5815403.593,13.37811286,52.40767021
2,2020204.0,Urbanstraße,2200210.0,2018,8,15,5,3,5,3,0,1,0,0,0,0,0,798352.6404,5825512.331,13.39600849,52.49795415
1,1022204.0,Thomasiusstraße                                                                                     ,1200626.0,2018,8,15,1,3,0,3,0,0,0,0,0,0,0,794814.2046,5828306.995,13.34651176,52.52492939
2,2040502.0,Friedenstraße,2400521.0,2018,7,19,3,3,0,2,0,0,0,1,0,0,0,801250.6248,5827842.695,13.4406784,52.51724972
1,1011302.0,Oranienburger Straße                                                                                ,1100309.0,2018,7,10,3,3,0,1,0,0,0,0,0,0,0,798123.0878,5828447.006,13.39526575,52.52438522
2,2030301.0,Oranienplatz,2300314.0,2018,8,12,5,3,1,5,0,1,0,0,0,0,0,799600.9838,5826243.833,13.41500081,52.50382711
7,7020203.0,Kaiser-Wilhelm-Platz,7200409.0,2018,8,13,5,3,5,2,0,1,0,0,0,0,0,795376.4543,5824020.771,13.35097235,52.48620239
1,1011402.0,Arkonaplatz,1100416.0,2018,7,17,3,3,5,2,0,0,0,0,0,1,0,798517.1514,5830045.684,13.40249248,52.53849953
6,6020410.0,Oberhofer Platz,6200422.0,2018,8,13,5,3,0,1,0,0,0,0,0,0,0,794456.5868,5816572.719,13.33089739,52.41993099
11,11041022.0,Rosenfelder Ring,11401032.0,2018,8,15,2,2,5,3,0,1,0,0,0,0,0,805835.0514,5827397.823,13.50762215,52.51071122
12,12214424.0,Scharnweberstraße                                                                                   ,12200309.0,2018,7,9,3,2,3,6,0,0,0,0,0,0,0,793395.8074,5832509.055,13.32937661,52.56336378
4,4020310.0,Park Ruhwald,4200308.0,2018,8,11,5,3,0,2,0,1,0,0,0,0,0,790269.2958,5827910.743,13.27936398,52.52381573
7,7030302.0,Ceciliengärten,7300618.0,2018,7,20,3,2,5,3,0,1,0,0,0,0,0,794156.9972,5821835.513,13.33113777,52.46727099
8,8041036.0,Zittauer Straße,8401242.0,2018,8,11,5,3,5,3,0,1,0,0,0,0,0,804479.6811,5816941.223,13.47817262,52.41774986
8,8041037.0,Alt-Rudow,8401243.0,2018,8,21,2,3,1,5,2,1,0,0,0,0,0,805705.0006,5816972.016,13.49616217,52.41734286
4,4041241.0,Breite Straße,4400832.0,2018,7,9,3,3,2,7,0,1,0,0,0,0,0,792001.1296,5822152.264,13.29976966,52.47126715
1,1022106.0,Elberfelder Straße                                                                                  ,1200522.0,2018,8,21,1,3,5,3,1,0,0,0,0,0,0,794245.8587,5827707.247,13.33762803,52.51986005
7,7010104.0,Dennewitzplatz,7100206.0,2018,8,21,1,3,5,3,1,1,0,0,0,0,0,796016.1857,5824630.804,13.36090801,52.49132435
2,2020206.0,Graefekiez,2200213.0,2018,7,8,3,3,5,2,0,1,0,0,0,0,0,799773.5713,5824814.292,13.41624935,52.49091866
6,6010205.0,Südende,6100205.0,2018,8,19,1,3,1,5,0,1,0,0,0,0,0,795635.9072,5819938.913,13.35116554,52.44947102
1,1033102.0,Gesundbrunnen,1300733.0,2018,8,9,5,3,3,6,0,0,0,0,0,0,0,797018.1181,5831529.911,13.38178262,52.55262298
7,7040403.0,Manteuffelstraße                                                                                    ,7400823.0,2018,7,18,3,3,5,2,0,1,0,0,0,0,0,797290.971,5821387.284,13.37673734,52.46155677
1,1011305.0,Heine-Viertel West,1100312.0,2018,8,14,1,2,3,6,0,0,0,0,0,0,0,799449.9334,5826543.984,13.41305203,52.50660043
6,6010102.0,Schloßstraße                                                                                        ,6100102.0,2018,7,17,3,2,3,6,0,0,0,0,0,1,0,793740.4275,5821062.746,13.32434307,52.46056755
11,11010103.0,Dorf Falkenberg,11100102.0,2018,8,10,1,3,4,6,0,0,0,0,0,0,0,809296.0257,5834515.84,13.56508415,52.572549
